nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
barceló valencia,españa,,2,grupo,excepcional,la atención del personal,se escucha tráfico,10.0,2025-04-27,fabuloso
barceló valencia,españa,,3,pareja,fantástico,"la ubicación, la tranquilidad y el trato del personal .",la poca intimidad de la zona de aseo en la habitación.,9.0,2025-04-25,fabuloso
barceló valencia,perú,,2,pareja,"hotel cómodo, bien ubicado, buena atención, buen restaurante, buen desayuno y buena comida, muy limpio",la atención calidad y oportuna de todo el personal,todo ok,10.0,2025-04-13,fabuloso
barceló valencia,españa,,2,pareja,excelente,excelente servicio. el hostel está hermoso . nos llevamos unas experiencias de lujo. si eres huésped tienes prioridad en la terraza hermosa que tiene en el 10m piso.,,10.0,2025-04-08,fabuloso
barceló valencia,españa,,2,pareja,muy bien,,el aire acondicionado es malo,8.0,2025-04-07,fabuloso
barceló valencia,chile,,6,pareja,excepcional,"dormitorios muy cómodo y amplio , muy buen servicio de desayunos",,10.0,2025-03-23,fabuloso
barceló valencia,españa,,1,grupo,excepcional,todo fenomenal,,10.0,2025-03-13,fabuloso
barceló valencia,españa,,1,persona que viaja sola,cómoda,super agradecida ya que tuve que dejar la habitación super temprano y me prepararon una bolsa con el desayuno para que pudiera desayunar a pesar de que aun no estaba abierto el restaurante,,9.0,2025-03-04,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"el trato del personal fue excelente. desayuno espectacular, saludable, con batidos detox... superó mis expectativas. impresionante rooftop. volvería a alojarme en este hotel, por lo tanto, lo recomiendo.",,10.0,2025-02-22,fabuloso
barceló valencia,españa,,1,persona que viaja sola,estancia valencia,"amplitud de la habitación, desayuno.",zona de gimnasio pequeña.,8.0,2025-02-05,fabuloso
barceló valencia,argentina,,3,familia,fantástico,las instalaciones del hotel,esta un poco alejado del centro historico,9.0,2025-02-04,fabuloso
barceló valencia,españa,,1,pareja,hotel muy completo y muy buena atención,hotel muy completo y con unos excelentes servicios. atención del personal muy buena. habitación amplia y con excelentes vistas a la ciudad de las ciencias ubicación perfecta pata la ciudad de las ciencias,algo alejado del centro histórico de la ciudad. decidimos ir andando y es un paseo de una media hora pero cómodo al ir paralelo al cauce del río turia.,10.0,2025-02-02,fabuloso
barceló valencia,españa,,1,persona que viaja sola,fantástico,desayuno muy bueno,"horario del gimnasio, para viajes de trabajo sería bueno que abriera antes.",9.0,2025-01-28,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"la cama , el desayuno , las vistas ... todo perfecto",,10.0,2025-01-27,fabuloso
barceló valencia,españa,,1,pareja,fantástico,todo,nada,9.0,2025-01-26,fabuloso
barceló valencia,españa,,1,pareja,comodo y eficaz,desayuno muy bueno la ubicacion excelente,"la poca insonorización de las ventanas en las habitaciones , se oye todo de fuera.",9.0,2025-01-26,fabuloso
barceló valencia,españa,,2,persona que viaja sola,espectacular,"la habitación, muy amplia y funcional. la cama, muy cómoda. y se agradece el hervidor con café e infusiones. el desayuno es espectacular, con una gran variedad donde elegir y con alimentos de gran calidad. impresionante también la terraza rooftop, con vistas de 270 . y el personal, muy amable y atento, tanto el de recepción, como el del comedor y el de limpieza. un lugar para volver.",,10.0,2025-01-24,fabuloso
barceló valencia,italia,,1,persona que viaja sola,excepcional,me gusto esta todo limpio,,10.0,2025-01-17,fabuloso
barceló valencia,españa,,1,pareja,"agradecer mucho el trato de laura en recepción . amable,nos dio la oportunidad de ser vip en un dia muy especial,atenta","todo una maravilla, personal instalación ,son muy amables y servíciales. solo tuvimos un problemas en la habitación con el agua caliente pero nos cambiaron a otra habitación.",en general todo perfecto el tena de la bañera nos lo solucionaron de forma muy satisfactoria,8.0,2025-01-14,fabuloso
barceló valencia,españa,,1,pareja,"ubicación, buena; comodidad, excelente; mantenimiento del hotel, genial.","el barceló de valencia siempre es una buena opción si corres en valencia, ya sea 10k, 21k o maratón. instalaciones cuidadas y mantenidas. muy importante esto último. el personal es amable, los baños están cuidados y limpios, y las camas almohadas son cómodas. nada de folios que apenas te dejan dormir. si acaso el único  pero  que le doy al hotel es quizás la insonorización para el ruido del tráfico. recomiendo que os alojéis en una habitación  sin vistas , es decir, en la parte trasera del edificio.","todo esta correctísimo, salvo, en ocasiones, el tráfico abundante que tienen los ascensores, pues mucha gente sube a la azotea a tomar copas.",8.0,2025-01-13,fabuloso
barceló valencia,españa,,2,pareja,estancia en barceló valencia,habitación muy bien pero el baño algo pequeño y echo de menos un bide el restaurante más que bien y el desayuno maravilloso el parking incómodo y con plazas muy justas,el parking del hotel con plazas muy peequeñas e incómodas,9.0,2024-12-25,fabuloso
barceló valencia,colombia,,1,pareja,excelente estancia.,excelente.,todo perfecto. no tengo ninguna queja.,10.0,2024-12-08,fabuloso
barceló valencia,españa,,2,pareja,placentera y relajante,"el desayuno es muy variado y todo fresco y súper bien preparado javier, el chico es muy amable y prepara el desayuno que da gusto!!!","que la ducha no tenía gel, lo he tenido que pedir hasta en 4 oportunidades para que finalmente lo llevaran",10.0,2024-11-12,fabuloso
barceló valencia,suiza,,3,pareja,muy bien,todo bien,"deberían renovar las bañeras, estaba toda pelada",8.0,2024-11-11,fabuloso
barceló valencia,colombia,,1,pareja,excelente hotel,todo. excelente ubicación. servicio. el desayuno espectacular.,no hay nada que no me gustara,10.0,2024-10-20,fabuloso
barceló valencia,españa,,1,pareja,fantástico,"el personal es muy amable, el trato es excelente y el desayuno perfecto.",la bañera no es de la calidad del resto de las instalaciones.,9.0,2024-10-13,fabuloso
barceló valencia,españa,,2,pareja,una delicia en valencia,"la habitación y la cama, era muy grande y cómoda.","quizá la piscina un poco pequeña, pero para estar en la azotea lo considero razonable.",8.0,2024-09-30,fabuloso
barceló valencia,colombia,,3,pareja,un confortable hotel con una excelente ubicación!,"excelente desayuno, muy atenta la persona encargada de preparar los huevos, el personal de la recepción muy amable y atentos a solucionar cualquier inquietud, la ubicación es excelente !",,10.0,2024-09-25,fabuloso
barceló valencia,españa,,2,pareja,excepcional,la atencion al cliente,,10.0,2024-09-16,fabuloso
barceló valencia,españa,,2,familia,excepcional,"el desayuno exquisito, la ubicación excelente",,10.0,2024-09-10,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"las instalaciones, sobre todo el bar de la azotea",,10.0,2024-09-09,fabuloso
barceló valencia,españa,,1,pareja,inolvidable,"las vistas, la habitación y el trato con el cliente.",,10.0,2024-09-01,fabuloso
barceló valencia,españa,,3,familia,un excelente hotel con personales sumamente capacitados y muy muy amables y atentos,un hotel 5 estrellas para mí la atención de los personales súper amables muy atentos la calidad de la comida genial me gustó todooo,no me gustó volver a casa jajajaja,10.0,2024-08-30,fabuloso
barceló valencia,españa,,1,pareja,"buen hotel, limpio y cómodo","nos alojamos ahí siempre que vamos a valencia, nos gusta el hotel",nada en especial,9.0,2024-08-24,fabuloso
barceló valencia,españa,,1,persona que viaja sola,buena atención y calidad en valencia,"el hotel esta muy bien situado. tuve la suerte de recibir el trato vip por un día y claro que voy a decir malo del alojamiento. habitación super nueva y espaciosa, la piscina perfecta para refrescarte y el servicio genial. el restaurante muy rico buen servicio.","simplemente a modo de recomendación eché de menos alguna opción de comida saludable en la azotea del hotel, fuera de lo que es el restaurante de la planta baja, que como dije comí muy bien.",10.0,2024-08-20,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,muy buena,casi todo en general muy agradable!!!,las almoadas!!!,9.0,2024-08-17,fabuloso
barceló valencia,españa,,2,pareja,excelente,"muy buena ubicación, alrededores con parking gratuito, muy cómodo.",,10.0,2024-08-17,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"el trato excelente de todo el personal, la habitación más grande de lo que esperaba, la terraza de la planta 10 es un espectáculo. todo perfecto",,10.0,2024-08-15,fabuloso
barceló valencia,perú,,2,pareja,una maravillosa estancia en valencia,"bien ubicado, trato cordial, limpio",todo me gustó,10.0,2024-08-14,fabuloso
barceló valencia,canadá,,3,pareja,excepcional,"buena ubicación, desayuno excelente , personal de servicio excelente trato.",,10.0,2024-08-13,fabuloso
barceló valencia,panamá,,2,familia,volvería a valencia nuevamente y me quedaría aquí.,"la estadia fue perfecta, el hotel está perfectamente ubicado y todas las instalaciones están espectaculares.",,10.0,2024-08-06,fabuloso
barceló valencia,alemania,,3,grupo,buena ubicación,fuimos a un concierto a la ciudad de las ciencias y las artes y tienen una excelente ubicación. el bar de la azotea es muy recomendable para pasar una linda tardn la ciudad.,,9.0,2024-08-03,fabuloso
barceló valencia,españa,,2,pareja,excelente,"instalaciones, sitio",,10.0,2024-07-27,fabuloso
barceló valencia,españa,,1,familia,espectacular,"la calidad del servicio por parte de la recepcionista fue clave; asimismo, la habitación fue de diez y las zonas comunes también de la misma tipología.",no tengo queja de nada.,10.0,2024-07-27,fabuloso
barceló valencia,chile,2 habitaciones dobles deluxe comunicadas,3,familia,muy recomendable,"ubicación, estilo y habitaciones amplias",gimnasio y piscina chicas. falta personal en el resto,9.0,2024-07-22,fabuloso
barceló valencia,españa,,2,familia,agradable,la ubicación limpieza y simpatía del personal,"un poco caro,la piscina pequeñísima y faltan salas para reunirse la familia lasmeeting rooms son para eventos",8.0,2024-07-22,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,excepcional,el diseño de las habitaciones,,10.0,2024-07-21,fabuloso
barceló valencia,chile,,3,pareja,excepcional,"el desayuno excepcionalmente bueno. y notable la atención del personal también en ese servicio, súper atentos y amables. llama la atención. felicitaciones.",,10.0,2024-07-12,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"todo en general, servicios, facilidades, limpieza, personal, etc..",nada,10.0,2024-07-07,fabuloso
barceló valencia,españa,,1,familia,"repetiremos , muy buen hotel.","en general es un hotel de 10 , limpieza, trato del personal de recepción , las habitaciones modernas y limpias con todos los servicios , además tener enfrente el oceanografic es un lujo. el desayuno buffet de los mejores que hemos visto , cantidad, calidad y reposición. además el hotel cuenta en su ultima planta con una piscina y un mirador con bar para poder tomarte algo mientras ves el skyline de valencia. cuentas con parking para el coche aunque por los alrededores hay bastante sitio libre siempre y tiene 4 plazas reservadas para coches eléctricos. volveremos a repetir en el hotel si vamos a la misma zona.",,10.0,2024-07-04,fabuloso
barceló valencia,españa,,1,pareja,fantástico,"el desayuno tiene gran variedad de fruta y comida. el cocinero de la plancha es realmente atento, sabía lo que quería otro viajero antes de que llegara, al recordar la petición del día anterior.",,9.0,2024-07-01,fabuloso
barceló valencia,españa,,2,grupo,súper estancia en valencia.,"ubicación genial. el trato del personal también muy bien. la habitación súper grande y cómoda , repetiremos.",todo genial.,10.0,2024-07-01,fabuloso
barceló valencia,colombia,,2,familia,excelente alojamiento. mejorar ciertas cosas pero excelente opción,"hotel muy bueno, habitaciones cómodas ubicación perfecta y atención personal",piscina muy pequeña. ascensores muy lentos para todo el hotel. y el agua caliente de la ducha iba y venía mientras estaba duchando,10.0,2024-06-25,fabuloso
barceló valencia,españa,,2,pareja,magnifico hotel para escapada,"el personal muy amable, la habitación muy cómoda y con muy buenas vistas además de bien insonorizada. desayuno fabuloso. junto a la ciudad de las artes y con un autobús en la misma puerta que lleva al centro  ayuntamiento  y a la playa de la malvarosa. tiene una terraza fantástica para disfrutar de la puesta de sol tomando un cocktel.",el personal de seguridad.,9.0,2024-06-20,fabuloso
barceló valencia,españa,,4,pareja,garantía de confort y relax.,"habitación amplia, limpia y tranquila.",,9.0,2024-06-18,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,2,grupo,como en casa,"siempre, todos los años vamos y repetiremos siempre que se pueda",,10.0,2024-06-13,fabuloso
barceló valencia,españa,,2,grupo,fantástico,todo muy bien,no había enchufe en el aseo para el secador.,9.0,2024-06-11,fabuloso
barceló valencia,españa,,2,pareja,todo correcto,ubicación y terraza,el baño abierto y la bañera incómoda para entrar,8.0,2024-06-09,fabuloso
barceló valencia,españa,,1,persona que viaja sola,genial,"todo genial, aunque solo me quede una noche",nada que opinar sobre que no me gusto,10.0,2024-06-02,fabuloso
barceló valencia,españa,,1,persona que viaja sola,fantástico,ubicacion,espíritu,9.0,2024-05-30,fabuloso
barceló valencia,españa,,2,pareja,muy bien,"ya es tercera vez que nos alojamos en este hotel, íbamos con un bebé y rápidamente nos facilitó una cuna. aunque le pedimos con antelación si podría darnos una cama grande para porque duerme bebé con nosotros y nos dio 2 camas.. pero contento igual.",único pega lo de no tener cama grande que pedimos,10.0,2024-05-30,fabuloso
barceló valencia,españa,,1,pareja,muy bien,todo,nada,8.0,2024-05-27,fabuloso
barceló valencia,francia,,1,persona que viaja sola,excepcional,calidad de la instalación,todo ok,10.0,2024-05-23,fabuloso
barceló valencia,guatemala,,1,grupo,linda azotea,excelente ubicación y vista,toallas,10.0,2024-05-23,fabuloso
barceló valencia,españa,,2,grupo,gran calidad y ubicación,gran calidad-precio. perfecta ubicación y un rooftop bar y gimnasio muy buenos.,,10.0,2024-05-13,fabuloso
barceló valencia,españa,,1,pareja,excepcional,todo me gusto mucho,,10.0,2024-05-06,fabuloso
barceló valencia,españa,,2,familia,fantástico,excelentes instalaciones y trato del personal,todo bien,9.0,2024-05-05,fabuloso
