nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,2,pareja,genial,"todo muy limpio camas muy grandes y cómodas, muy atentos y serviciales estuvimos muy bien para repetir, ubicación perfecta",me gustó todo,10.0,2026-03-15,muy bien
casual del cine valencia by casual hoteles,españa,,1,familia,para repetir,"todo,está en perfectas condiciones,todo reformado,en pleno centro y el personal súper amable,repetiría sin dudarlo.",nada,10.0,2026-03-06,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,3,pareja,excepcional,el personal y la ubicación y desayuno por supuesto,,10.0,2026-03-01,muy bien
casual del cine valencia by casual hoteles,españa,habitación triple,1,grupo,fantástico,la ubicación. la decoracion. la amplitud de las habitaciones. el personal superamable. te dejan agua y chuches en la habitación que ademas tiene balcón con vistas.,el olor. se que no es culpa del hotel si no de la zona o del edificio. es una pena porque aunque se esfuerzan por ocultarlo y todo está impecable de limpio huele muy mal.,9.0,2026-02-20,muy bien
casual del cine valencia by casual hoteles,españa,habitación triple,2,persona que viaja sola,fantástico,buffet de desayuno muy variado. las camas super cómodas,el baño olía a desagüe y también se notaba en la habitación,9.0,2026-02-18,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,pareja,bien,confort y limpieza,"la habitación estaba al lado del ascensor y no fue posible descansar,.",7.0,2026-01-31,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,ubicacion inmojerable. hotel funcional. repetiremos.,"la ubicación no puede ser mejor, detrás del ayuntamiento de valencia en pleno centro. en calle con cafeterías y restaurantes y con todos los servicios de transporte a un paso. habitación funcional con detalle de botella de agua y detallito dulce, camas cómodas y baño con amenities. la decoración del hotel tal cual aparece en las fotos del anuncio. llegamos muy pronto y no pudimos realizar el check in , pero tienen servicio de consigna de equipaje maletas, lo que fue perfecto para comenzar nuestra visita a la ciudad. en recepción nos informaron de que era festivo ese día y de las actividades que había. las recepcionista un encanto. es la tercera vez que nos instalamos en un hotel de esta cadena y como siempre no nos defraudo. repetiremos.",nada. comentar que no cogimos desayuno. nos parecía un poco excesivo el precio.,8.0,2026-01-28,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,4,pareja,excelente hotel !!!.,"el trato por parte del personal fue excepcional, la ubicación en pleno centro, la habitación con muchos detalles de bienvenida, cómoda, acogedora y muy limpia, el desayuno perfecto.",absolutamente nada.,10.0,2026-01-15,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,1,familia,excepcional,el desayuno y la ubicación. a 15 minutos a pie del centro,,10.0,2026-01-08,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,2,pareja,muy bien,la habitación,,8.0,2026-01-01,muy bien
casual del cine valencia by casual hoteles,españa,,1,pareja,un relax de película,"la verdad que ha sido una experiencia inolvidable. desde el primer momento me sentí cuidada y bienvenida. el hotel transmite calidez, tranquilidad y confort en cada detalle. la habitación como salida de película, era impecable, muy cómoda y perfecta para descansar después de un día intenso. el personal merece una mención especial: cercano, atento y siempre dispuesto a hacer que la estancia fuera perfecta. cada sonrisa y cada gesto marcaron la diferencia. me llevo recuerdos muy bonitos y la sensación de haber estado en un lugar especial. sin duda, volveré con muchísimas ganas y lo recomiendo de corazón.",no hay nada que no me haya gustado,10.0,2025-12-19,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,3,pareja,perfecta,"excelente experiencia. el alojamiento estaba muy limpio, bien equipado y tal como se muestra en las fotos. la ubicación es perfecta, cerca de todo y en una zona tranquila. los trabajadores son muy amables y atentos en todo momento. muy agradecidos especialmente con ihsanne que nos dio muy buenas recomendaciones para nuestra estancia en valencia. sin duda volveríamos a hospedarnos aquí.  muy recomendable!",,10.0,2025-12-18,muy bien
casual del cine valencia by casual hoteles,españa,,2,pareja,excepcional,la ubicación. era la tercera vez que me alojaba en el hotel.,todo perfecto.,10.0,2025-12-17,muy bien
casual del cine valencia by casual hoteles,españa,,1,pareja,fantástico,"la situacion del hotel es fantastica , muy centrico al lado del metro y de la estacion de tren , habitacion tranquila sin ruidos",,9.0,2025-12-11,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,persona que viaja sola,guay!,"la hubicacion, la habitacion, la cama, las sabanas, el personas súper amable.",pues por decir algo.... el desayuno simple.,9.0,2025-12-06,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,2,persona que viaja sola,fantástico,la habitación estaba impecable y muy bien ambientada. perfecta para un viaje solo o en pareja.,,9.0,2025-11-30,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,persona que viaja sola,"recomendable, céntrico y buen servicio.","la ubicación me fue genial, vine por trabajo y necesitaba estar cerca del centro la habitación generosa, cama cómoda y buenas almohadas. la ducha perfecta, presión y temperatura del agua. las buenas marcas del equipamiento de baño se nota y se aprecia! la decoración y el concepto de la cadena de sus hoteles es original",el aire caliente con split para climatizar la habitación. mejor calefacción o tecnología radiante,9.0,2025-11-28,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,pareja,céntrico,"la ubicación estupenda,muy céntrico. el personal muy amable y las instalaciones muy cuidadas .",,10.0,2025-11-23,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,estupenda,"muy céntrico y todo muy a mano. decoración chula, camas cómodas y buena limpieza. calidad precio estupenda. que tengan acuerdo con un parking cercano, donde te aplican descuento y así evitas que te peguen una buena clavada.",el ascensor algo pequeño.,9.0,2025-11-22,muy bien
casual del cine valencia by casual hoteles,españa,,4,grupo,excepcional,todo excepcional,,10.0,2025-11-09,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,1,persona que viaja sola,excepcional,la ubicación la cama y almohadas cómodas,el ruido de los huéspedes,10.0,2025-11-08,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,1,pareja,fantástico,"la amabilidad del personal y la ubicación excelente, totalmente céntrica a un paso del ayuntamiento de valencia.","se escucha bastante los ruidos de habitaciones, pasillos y ascensor",9.0,2025-10-29,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,2,persona que viaja sola,de lujo,en general todo,,10.0,2025-10-24,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,3,pareja,"nos encantó el hotel sobre todo por su ubicación, la habitación estaba muy bonita la decoración y todo muy correcto. vol","si, mucho. el baño está muy bien y la cama muy cómoda, la habitación en general muy bien",,9.0,2025-10-22,muy bien
casual del cine valencia by casual hoteles,españa,,2,grupo,excepcional,valència es una ciudad muy bonica,,10.0,2025-10-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,3,familia,tranquilidad en pleno centro de valencia,"que estaba muy centrico, ademas de tranquilo y silencioso, porque esta ubicada en una calle peatonal. el baño es pequeño, pero con todo reformado y muy limpio.","el ascensor, es de los antiguos, aunque hace su funcion de forma excelente.",10.0,2025-10-09,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,3,pareja,hotel muy céntrico y original,muy buen trato del personal,,10.0,2025-09-30,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,3,pareja,hotel muy bien ubicado,ubicación excepcional. las habitaciones están muy bien aunque de gusto flojito,el ascensor tenía una pegatina que decía que no había pasado la última inspección favorablemente,7.0,2025-09-24,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,bien,muy céntrico,,7.0,2025-09-17,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,4,pareja,excepcional,la amabilidad del hotel,,10.0,2025-09-10,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,1,pareja,excelente lugar,la ubicación y las habitaciones. el baño muy bien.,ascensor algo antiguo y escaleras algo oscuras.,10.0,2025-09-05,muy bien
casual del cine valencia by casual hoteles,españa,,3,pareja,repetiría,"la ubicación, la temática de la habitación",el baño algo pequeño,9.0,2025-08-28,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,1,familia,gran relación calidad precio. volveré sin dudarlo,sobre todo el servicio y la ubicación,un poco viejo,9.0,2025-08-25,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,pareja,"todo genial, el personal muy amable y atento",sii,el aire iba muy flojo y hacia calor,8.0,2025-08-21,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,4,persona que viaja sola,mascotas bienvenidas,poder alojarme con mi mascota cerca del centro,,9.0,2025-08-18,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,3,pareja,excepcional,"el sitio super limpio, el personal muy amable y ayudándote en todo momento, y super chulo",me gustó todo,10.0,2025-08-16,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,familia,un buen sitio para volver,"la ubicación es muy buena,la decoración es muy bonita.la recepción muy bien.",el ascensor lo peor muy lento y muy caluroso y pequeño.faltaba un poco de fresco en la recepción.,9.0,2025-08-14,muy bien
casual del cine valencia by casual hoteles,españa,,1,pareja,perfecto,"todo genial tanto habitación, limpieza, ubicación y trato al cliente.",,10.0,2025-08-13,muy bien
casual del cine valencia by casual hoteles,españa,,1,familia,bien,la ubicación donde está el silencio que hay y sobretodo las camas eran supercomodas,,7.0,2025-08-13,muy bien
casual del cine valencia by casual hoteles,españa,,3,grupo,estancia muy agradable,"buen trato del personal de recepción, muy buena localización y excelente relación calidad-precio","ascensor un poco lento y caluroso, pero nada que comprometiera nuestra estancia",9.0,2025-08-12,muy bien
casual del cine valencia by casual hoteles,españa,,1,familia,un lugar agradable para visitar el centro,muy bien situado en el centro de valència.,,9.0,2025-08-11,muy bien
casual del cine valencia by casual hoteles,españa,,1,persona que viaja sola,para repetir,"sus instalaciones, ubicación y amabilidad de l s trabajador s.",me gustó todo.,10.0,2025-08-06,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,familia,bien,la ubicación,el tamaño de la habitación,9.0,2025-08-06,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,persona que viaja sola,días de cine en valencia!!!,un sitio espectacular y genial ubicado. servicio maravilloso,nada,10.0,2025-08-05,muy bien
casual del cine valencia by casual hoteles,españa,habitación triple,1,familia,ubicación perfecta y habitación preciosa y cómoda,la habitación y la decoración en general,,9.0,2025-08-01,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,pareja,excepcional,"buen trato, cómodo y céntrico",,9.0,2025-07-28,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,un 10,la ubicación y la amabilidad del personal,,10.0,2025-07-27,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,1,persona que viaja sola,muy recomedable,"la ubicación excelente, limpieza, muy bueno calidad precio",,9.0,2025-07-19,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,genial,todo,todo pero me quedé con ganas de la habitación de batman,10.0,2025-07-19,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,4,familia,fantástico,personal muy amable,,9.0,2025-07-16,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,persona que viaja sola,"alojamiento con relación calidad-precio excelente, buena ubicación e instalaciones","la ubicación era excelente, había multitud de bares y restaurantes cerca. la cama era muy cómoda.",el ascensor era demasiado lento.,10.0,2025-07-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,2,pareja,excelente,"la ubicación, la relación calidad-precio y la comodidad",,10.0,2025-07-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,pareja,confortable y agradable,el trato y los servicios todo muy bien,la verdad que todo bien desde mi punto de vista,10.0,2025-06-25,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,pareja,"hotel cómodo, limpio y baño amplio y actualizado.",limpieza. ubicación.personal,"eché de menos algo mas de identidad en las habitaciones, a parte de una imagen de una peli gigante en la pared. un hotel que se llama de cine, genera expectativas.",8.0,2025-05-06,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,pareja,excepcional,"la ubicación,limpieza y el trato del personal",el precio por día un poco caro,10.0,2025-05-04,muy bien
casual del cine valencia by casual hoteles,españa,,1,familia,ubicación de lujo,la temática,,10.0,2025-05-03,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,2,familia,excepcional,especialmente la ubicación,,10.0,2025-04-23,muy bien
casual del cine valencia by casual hoteles,españa,,4,familia,buen hotel con excelente ubicación,su ubicación y trato del personal,,9.0,2025-04-22,muy bien
casual del cine valencia by casual hoteles,españa,,2,grupo,excelente,ubicación y limpieza,habitaciones interiores,9.0,2025-04-18,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,persona que viaja sola,bastante bueno,que permiten mascotas  10  ,,9.0,2025-04-03,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,2,persona que viaja sola,bonito lugar en valencia,"muy detallista, te ponen mensajes bonitos por todo lado, las chicas de la recepción muy amables, todo super limpio, y en pleno centro de valencia, conectado con todos ",se escuchan muchos todos los ruidos que vienen de afuera y adentro las habitaciones,9.0,2025-04-02,muy bien
casual del cine valencia by casual hoteles,españa,,4,pareja,fantástico,trato agradable y atención,,9.0,2025-03-27,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,1,pareja,muy agradable,"la habitación muy cómoda, el cuarto de baño está muy bien y el detalle de tener gel, crema etc de rituals me parece muy agradable.",el personal era un poco serio.,9.0,2025-03-24,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,2,pareja,excepcional,"la ubicació,el personal muy profesional y amable,,el desayuno variado y bueno. cuando regrese a valencia sin dudarlo volveré a este hotel",,10.0,2025-03-19,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,3,persona que viaja sola,todas y cada una de la trabajadoras del hotel de diez,"su ubicación , calidad de los productos del baño, habitaciones amplias y la atención , simpatía y eficiencia a raudales.","el ascensor, un poco claustrofóbico y olía raro.",9.0,2025-03-11,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,viaje en pareja,"habitaciones grandes y cómodas, repetiremos. gracias",todo bien,10.0,2025-03-07,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,2,familia,fantástica,la habitación familiar era realmente cómoda,turnos en el desayuno porque el comedor es muy pequeño,10.0,2025-03-07,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,1,grupo,excepcional,sin pegas. estuvimos una noche con dos niños y la habitación y la ubicación ideales,todo ok,10.0,2025-03-03,muy bien
casual del cine valencia by casual hoteles,españa,,3,pareja,excepcional,ubicación excelente. atención del personal,nada,10.0,2025-02-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,1,persona que viaja sola,"céntrico y muy original en su  planteamiento cinematográfico, profesionalidad del equipo  10.","a destacar q el día de mi salida, la hora fue extremadamente temprana pero, tras solicitarlo previamente, me prepararon un desayuno de cortesía excelente... y por un precio más q razonable!!!!.",q estuve poco tiempo como evaluarlo disfrutarlo más a fondo!!!,9.0,2025-02-11,muy bien
casual del cine valencia by casual hoteles,españa,habitación triple,1,grupo,escapada a valencia,"estuvimos en una habitación triple y era lo suficiente amplia. el baño pequeño, pero suficiente. las camas normales y la decoración bastante bien. la situación inmejorable, al lado del ayuntamiento. el desayuno bastante aceptable",nada,9.0,2025-02-11,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,3,grupo,excepcional,todo,,10.0,2025-02-07,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,3,persona que viaja sola,tranquilidad y comodidad,"la habitación era muy cómoda, el baño pequeño, pero suficiente. muy limpio. el personal es muy agradable y siempre está dispuesto a ayudar. un alojamiento tranquilo, cómodo y agradable incluso para varios días.","quizá las zonas comunes  escaleras, ascensor  necesitan renovación.",9.0,2025-02-03,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,familia,excelente situación,"la ubicación del hotel es ideal, en pleno centro. cercano al mismo se encuentra un parking público donde poder aparcar el coche toda la noche a un precio asequible. mi elección por este en concreto fue porque me ya me llamo la atención, entre las mencionadas anteriormente, su temática dirigida al cine. las habitaciones amplias y decoradas con diferentes portadas de películas cada una de ellas. la atención del personal muy agradable y atento en todo momento. sin duda, repetiré.",,9.0,2025-01-29,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble de uso individual,1,persona que viaja sola,excepcional,"los pequeños detalles que hay en la habitación, como papelitos de notas repartidos en diferentes partes y artículos que podrían ser necesarios como discos de algodones o bolsas para la ropa sucia",,10.0,2025-01-22,muy bien
casual del cine valencia by casual hoteles,españa,,1,grupo,"muy amables, todo muy rápido y cómodo. doy un 10",muy bien,,10.0,2025-01-22,muy bien
casual del cine valencia by casual hoteles,españa,,1,familia,céntrico y confortable,las habitaciones muy confortables. lo que más me gustó fue que tenías dos almohadas para elegir en la misma habitación.,en general todo estaba bien.,9.0,2025-01-22,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,grupo,cumpleaños tt,"ubicación excelente, el personal muy muy amable y profesional, incluso nos permitieron tomar un café aunque no estaba incluido el desayuno. la habitación limpísima y muy confortable y con un botellín de agua de cortesía. da gusto tener recepción 24h, ya que por experiencia usar aplicaciones sin contacto es una auténtica  castaña . la estancia anterior fue en el casual de la música y también muy recomendable, pero el casual del cine es mucho mejor. sin duda, volveremos.",nada,10.0,2025-01-22,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,grupo,fantástico,la ubicación ideal y la decoración tanto del hall como de las habitaciones muy original,"el acceso a la ducha es un poco estrecho, por lo demás todo genial",9.0,2025-01-16,muy bien
casual del cine valencia by casual hoteles,españa,,4,pareja,excepcional,"me gusto los pequeños detalles que tiene en la habitación, el personal muy amable y la situación inmejorable.",que la cortina era muy fina y se colaba la luz en cuanto amanecia,10.0,2025-01-15,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,pareja,excepcional,"la confortabilidad de las habitaciones, y la atención del personal.",,10.0,2025-01-10,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,2,pareja,fantástico,la ubicación y la atención personal,el armario un puerta estaría bien pero para el precio bien,9.0,2025-01-09,muy bien
casual del cine valencia by casual hoteles,españa,,2,persona que viaja sola,excepcional,"el personal, las instalaciones y sitio para aparcar",,10.0,2025-01-07,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,pareja,mocho,calidad precio y la ubicación para ir caminando por todo el centro.el personal excelente.,k m tocó una habitación al lado del ascensor cara de alivio,7.0,2025-01-07,muy bien
casual del cine valencia by casual hoteles,españa,,2,pareja,excelente ubicación para disfrutar del centro de valencia,"un hotel con una ubicación excelente en el centro de valencia. cerca de la plaza del ayuntamiento y muy bien situado, cerca de la estación de tren y de todos los servicios.",no hay nada que no me gustara,9.0,2025-01-05,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,muy bonito,"me gustó mucho la ubicación, el precio, la amabilidad de los trabajadores, no había ruido y pudimos dormir perfectamente.",me gustó todo.,10.0,2024-12-31,muy bien
casual del cine valencia by casual hoteles,españa,,2,familia,excepcional,"amabilidad, decoración y ubicación",todo correcto,10.0,2024-12-30,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,2,familia,fantástico,"la ubicación, el trato del personal y las camas","el ascensor es muy viejito y falta algún retoque en pasillos, pero está genial",9.0,2024-12-26,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,2,familia,fantástico,"ubicación inmejorable para conocer el centro de valencia. buen desayuno buffet y personal muy atento. habitaciones cómodas, con buenos colchones y almohadas.","están realizando obras de reacondicionamiento en varias plantas, lo que genera un ruido continuo durante el día. pero como durante el día apenas pisamos el hotel no nos afectó.",9.0,2024-12-26,muy bien
casual del cine valencia by casual hoteles,españa,,1,pareja,fantástico,atención al cliente excelente. situacion,puerta de la terraza no lo pudimos abrir.,9.0,2024-12-20,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,persona que viaja sola,excepcional,"todo excelente, personal, limpieza, ubicación, decoración, etc. todo excelente.",lo único que se podría decir es que la habitación era un poco pequeña cosa que para mí no fue un problema...,10.0,2024-12-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,1,familia,excelente hospitalidad al usuario,su ubicación. el trato del personal,en la noche habían personas de otra habitación. con mucho ruido,9.0,2024-12-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,genial,la amabilidad y disposición del personal así como la limpieza de la habitación.,se escuchaba roncar al vecino de habitación contigua.,9.0,2024-12-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,grupo,recomendable.,ubicación. cerca del metro y en el centro de la ciudad.,todo perfecto. para repetir,10.0,2024-12-13,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,excepcional,"buena ubicación, hotel reformado",,10.0,2024-12-12,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,3,grupo,ubicación inmejorable,ubicación inmejorable; a 1 minuto de la plaza del ayuntamiento. cama comodísima. personal muy atento. desayuno rico y variado. tienen servicio de bicicletas. agua de cortesía en la habitación.,"baño viejo y sin sitio para dejar los productos de higiene, no hay armario, solo una cajonera de 3 cajones y una barra para colgar las prendas",9.0,2024-12-12,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,familia,excepcional,los diseños.,el trato por wassap,10.0,2024-12-11,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,comodidad,era muy acogedor y no pasabas nada de frío. lo mejor la ubicación y el buen trato del personal.,que se escuchaba todo de las demás habitaciones pero no pasa nada,10.0,2024-12-10,muy bien
casual del cine valencia by casual hoteles,españa,,1,grupo,excepcional,la habitación grande y a buen precio,,10.0,2024-12-09,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,excepcional,la ubicacion el personal la limpieza,,10.0,2024-12-08,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,pareja,fantástico,la cama muy cómoda,se sale el agua del plato de ducha y el baño es un poco pequeño,9.0,2024-12-06,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble - 2 camas,2,grupo,céntrico y muy tranquilo.,habitación amplia y tranquila. colchón excelente. desayuno buffet correcto. destacar la amabilidad de todo el personal.,"aunque la habitación tenía una cama de matrimonio extra grande y literas, nuestra solicitud era de 2 camas individuales.",9.0,2024-12-02,muy bien
casual del cine valencia by casual hoteles,españa,,2,familia,excepcional,"las chicas de la recepción súper majas , muy detallistas",,10.0,2024-11-26,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,grupo,excepcional,ubicación,todo bien,10.0,2024-11-21,muy bien
casual del cine valencia by casual hoteles,españa,habitación cuádruple,1,grupo,"perfecto, calidad precio impecable. genial ubicación.",la calidad y precio perfecto y muy buena ubicación.,no tener parking en el mismo edificio por decir algo x no obstante tenían opción de parking público por 17 ,9.0,2024-11-19,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,excepcional,"la amabilidad del personal, la ubicación y sobre todo que aceptan mascotas",nada,10.0,2024-11-18,muy bien
casual del cine valencia by casual hoteles,españa,habitación triple,1,grupo,fantástico,la relación calidad-precio,,9.0,2024-11-18,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,familia,muy buena,"las habitaciones tematizadas estaban súper chulas, la relación calidad precio y el personal súper simpático. la ubicación excelente",nada,9.0,2024-11-17,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,2,persona que viaja sola,excepcional,"muy limpio, buena ubicación con paradas de autobuses muy cerca, y el desayuno estupendo.",,10.0,2024-11-14,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble interior económica,1,grupo,excelente,"lo mejor la ubicación y las consignas para dejar las maletas, ya que son totalmente gratis.",,10.0,2024-11-14,muy bien
casual del cine valencia by casual hoteles,españa,,1,grupo,fantástico,muy buena ubicación y muy tranquilo,,9.0,2024-11-11,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble económica - 2 camas - interior,1,persona que viaja sola,excepcional,"me quedé atrapado en valencia por el temporal y en todo momento el trato personal fue exquisito y comprensivo, son muy acogedores.",para mí estuvo todo bien,10.0,2024-11-02,muy bien
casual del cine valencia by casual hoteles,españa,habitación doble pequeña,1,pareja,excelente relación calidad precio,"buena situación en el centro y cerca de la estación de tren y metro. personal simpático. hotel reformado con gusto, habitaciones amplias y cómodas. excelente relación calidad precio.",,10.0,2024-10-23,muy bien
casual del cine valencia by casual hoteles,españa,habitación triple,1,grupo,excepcional,todos están perfecto,,10.0,2024-10-06,muy bien
casual del cine valencia by casual hoteles,españa,,2,grupo,todo perfecto,"todo, el hotel esta muy bien situado en pleno centro, los recepcionistas super amables, son encantadores, el desayuno genial y la habitacion estaba bien",,10.0,2024-09-28,muy bien
