nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
barceló valencia,argentina,,3,pareja,excelente,"ubicación! limpieza, desayuno",piscina diminuta! gimnasio pequeño!,8.0,2025-08-14,fabuloso
barceló valencia,españa,,2,familia,fantástico,"la habitación doble superior muy bien , la cercanía al océanografic, el desayuno inmejorable","la habitación triple no lo es, es una doble con tres camas lo lejos que está del centro",9.0,2025-08-12,fabuloso
barceló valencia,argentina,,1,grupo,muy bien,todo,un poco amargado el personal de recepción de la terraza. 30  antes del cierre ya no dejaba subir a mirar,10.0,2025-08-08,fabuloso
barceló valencia,españa,,2,pareja,buena opción,"la limpieza de las habitaciones, lo grande que era y cómoda. la ubicación y el desayuno",,10.0,2025-08-07,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,expectacular.,increíble. todo perfecto. en el personal había un chico llamado rodrigo que fue súper amable. el resto del personal muy bien también. las instalaciones son estupendas,la piscina es muy muy pequeña.,10.0,2025-08-05,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,fantástico,las habitaciones comunicadas,no funcionaba foscurit. la piscina muy pequeña,10.0,2025-08-03,fabuloso
barceló valencia,españa,,3,familia,excepcional,"la ubicación era muy buena para visitar el oceanografic  está muy cerca . la habitación muy limpia y las camas muy cómodas. el personal muy atento y amable. y el 10 de 10 fue el desayuno una maravilla! era muy, muy variado y hasta te hacían los huevos revueltos o la tortilla en el momento. cara sonriendo con corazones","el gimnasio es un poco pequeño, aunque nunca coincidí con demasiada gente. solo tiene una cinta de correr, una elíptica y una bici estática y están un poco estropeadas del tiempo. eso sí, las mancuernas, esterillas, etc..muy completas.",10.0,2025-08-02,fabuloso
barceló valencia,españa,,1,pareja,fantástico,"todo en general, el hotel moderno, el personal de recepción, la habitación, el que me complacieran en darme un piso alto y con unas vistas al oceanográfico increíbles. el aire acondicionado que tenían en estás fechas, maravilloso, que entrabas en el hotel y era como respirar. y una terraza en el último piso increíble.","quizás diría, que lo que me sorprendió, fue la piscina, era muy pequeña para el hotel tan grande, de hecho cuando la vi, pensé que era un jacuzzi.",10.0,2025-07-20,fabuloso
barceló valencia,españa,,1,familia,muy bueno,ubicación y servicios,desayuno mejorable,8.0,2025-07-20,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,grupo,hotel con calidad y habitaciones amplias,,todavía estoy esperando recibir la factura que pedí y que prometieron enviarme,9.0,2025-07-12,fabuloso
barceló valencia,españa,,3,pareja,fin de semana en valencia!!,todo el personal muy agradable y hace la estancia más amena,calidad precio y la atención al cliente,10.0,2025-07-02,fabuloso
barceló valencia,chile,,2,pareja,magnífica estancia pero darle una vuelta a poder ir con niños de 12 años en adelante al spa,"era muy bella la habitación, la ubicación muy buena, excelente conectividad con transporte público, rodeado de varios restaurantes a una cuadra de una disco de salsa hermosa para salir de fiesta",no me gustó la piscina,10.0,2025-07-01,fabuloso
barceló valencia,españa,,2,familia,excepcional,todo,nada,10.0,2025-07-01,fabuloso
barceló valencia,españa,,1,pareja,fantástico,todo bien,no me gusto el cobro por el parking,8.0,2025-06-23,fabuloso
barceló valencia,españa,,2,grupo,viaje de trabajo a valencia,el desayuno era impresionante. el personal muy amable y eficiente. tuvimos una avería en nuestra habitación y lo solucionaron rápido y de la mejor forma posible.,,10.0,2025-06-23,fabuloso
barceló valencia,españa,,1,familia,excelente,todo la terraza y las vistas hermosas .,,10.0,2025-06-20,fabuloso
barceló valencia,españa,,3,pareja,excepcional,"las instalaciones están muy bien y la cafetería está abierta en el horario de desayuno, que para mí que sólo me tomo un café me parece un lujo.",nada,8.0,2025-06-18,fabuloso
barceló valencia,españa,,2,pareja,bien,el desayuno y la ubicación han sido lo mejor.,"tal vez mejoraría la limpieza, estaba bien, pero es mejorable.",10.0,2025-06-16,fabuloso
barceló valencia,argentina,,3,pareja,cerca del palacio de congresos,"excelente todo. la atención del personal, especialmente de patricia en recepción. limpio y perfecta ubicación.",,10.0,2025-06-12,fabuloso
barceló valencia,españa,,1,pareja,fantástico,la ubicación. la limpieza. la amabilidad de los empleados.,que las servilletas del restaurante fueran de papel.,10.0,2025-06-12,fabuloso
barceló valencia,españa,,2,pareja,volveré,,el personal no es agradable con el cliente.,8.0,2025-06-10,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,grupo,muy bien,ubicación excelente desayuno no utilizamos habitación excelente,,10.0,2025-06-05,fabuloso
barceló valencia,argentina,,2,pareja,una estancia inolvidable,nos encantó! habitación grande y moderna. desayuno de 5 estrellas o más! personal agradable. muy recomendable,nos gustó todo. a modo de empatía creemos que tendrian que darle butacas a seguridad y recepción. es una observación humana que hemos hecho.,10.0,2025-06-03,fabuloso
barceló valencia,españa,,1,grupo,fantástico,todo,el olor a tuberías y no tener agua fría ducha,9.0,2025-06-02,fabuloso
barceló valencia,españa,,2,pareja,muy bien,el hotel es excelente y las habitaciones muy cómodas. tiene una terraza con piscina donde se puede tomar el sol o tomar algo tranquilamente. el personal es muy amable y profesional.,,10.0,2025-06-01,fabuloso
barceló valencia,colombia,,2,pareja,tremendo hotel de cache,"excelente servicio, las instalaciones limpias, muy buena ubicación",,9.0,2025-05-25,fabuloso
barceló valencia,estados unidos,,2,pareja,excelente,"desayuno excelente , buena ubicación",un poco de ruido de la calle en la habitación,10.0,2025-05-22,fabuloso
barceló valencia,españa,,1,familia,excelente calidad precio,"desayuno, terraza y ubicación",nada,10.0,2025-05-12,fabuloso
barceló valencia,españa,,3,persona que viaja sola,excepcional,"el hotel es muy cómodo y bien ubicado. el desayuno es muy completo, variado y de calidad. las habitaciones son amplias, cómodas e impolutas. el personal ha sido amabilísimo durante toda mi estancia. el menú para las cenas es bastante completo y a precio razonable. todo muy bien.",no tengo ninguna queja.,10.0,2025-05-08,fabuloso
barceló valencia,españa,,2,pareja,me alegro  [smiling face with smiling eyes],constatar que valencia tenga alojamientos de excelencia a precio razonable,nada puedo consignar como respuesta pues todo es óptimo,10.0,2025-05-08,fabuloso
barceló valencia,perú,,5,pareja,excepcional,todo!!! el rooftop espectacular  muy buen ambiente el desayuno super variado y muy rico!!,todo ok,10.0,2025-05-06,fabuloso
barceló valencia,españa,,2,pareja,excepcional,cómodo bien ubicado,el aire acondicionado el primer día no funcionaba bien,9.0,2025-05-04,fabuloso
barceló valencia,argentina,,2,persona que viaja sola,estancia fenomenal,,"buenas noches, no me gusto que no aclaren que tipo de bebida era la que estaba incluida por estar hospedado, pague un trago como si no fuera huésped, gracias",10.0,2025-05-04,fabuloso
barceló valencia,chile,2 habitaciones dobles deluxe comunicadas,2,pareja,fantástico,todo,nada,8.0,2025-05-03,fabuloso
barceló valencia,españa,,2,grupo,fantástico,la atención del personal,se escucha tráfico,10.0,2025-04-27,fabuloso
barceló valencia,españa,,3,pareja,fantástico,"la ubicación, la tranquilidad y el trato del personal .",la poca intimidad de la zona de aseo en la habitación.,9.0,2025-04-25,fabuloso
barceló valencia,perú,,2,pareja,"muy, pero que muy correcto",la atención calidad y oportuna de todo el personal,todo ok,10.0,2025-04-13,fabuloso
barceló valencia,españa,,2,pareja,buen hotel,excelente servicio. el hostel está hermoso . nos llevamos unas experiencias de lujo. si eres huésped tienes prioridad en la terraza hermosa que tiene en el 10m piso.,,10.0,2025-04-08,fabuloso
barceló valencia,españa,,2,pareja,muy bien,,el aire acondicionado es malo,8.0,2025-04-07,fabuloso
barceló valencia,chile,,6,pareja,genial,"dormitorios muy cómodo y amplio , muy buen servicio de desayunos",,10.0,2025-03-23,fabuloso
barceló valencia,españa,,1,grupo,gran viaje mejor hotel,todo fenomenal,,10.0,2025-03-13,fabuloso
barceló valencia,españa,,1,persona que viaja sola,fantástico,super agradecida ya que tuve que dejar la habitación super temprano y me prepararon una bolsa con el desayuno para que pudiera desayunar a pesar de que aun no estaba abierto el restaurante,,9.0,2025-03-04,fabuloso
barceló valencia,españa,,1,pareja,expectativas superadas,"el trato del personal fue excelente. desayuno espectacular, saludable, con batidos detox... superó mis expectativas. impresionante rooftop. volvería a alojarme en este hotel, por lo tanto, lo recomiendo.",,10.0,2025-02-22,fabuloso
barceló valencia,españa,,1,persona que viaja sola,excelente!!!!,"amplitud de la habitación, desayuno.",zona de gimnasio pequeña.,8.0,2025-02-05,fabuloso
barceló valencia,argentina,,3,familia,muy bien,las instalaciones del hotel,esta un poco alejado del centro historico,9.0,2025-02-04,fabuloso
barceló valencia,españa,,1,pareja,excepcional,hotel muy completo y con unos excelentes servicios. atención del personal muy buena. habitación amplia y con excelentes vistas a la ciudad de las ciencias ubicación perfecta pata la ciudad de las ciencias,algo alejado del centro histórico de la ciudad. decidimos ir andando y es un paseo de una media hora pero cómodo al ir paralelo al cauce del río turia.,10.0,2025-02-02,fabuloso
barceló valencia,españa,,1,persona que viaja sola,excepcional,desayuno muy bueno,"horario del gimnasio, para viajes de trabajo sería bueno que abriera antes.",9.0,2025-01-28,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"la cama , el desayuno , las vistas ... todo perfecto",,10.0,2025-01-27,fabuloso
barceló valencia,españa,,1,pareja,funcionalidad.,todo,nada,9.0,2025-01-26,fabuloso
barceló valencia,españa,,1,pareja,servicio y calidad excelentes,desayuno muy bueno la ubicacion excelente,"la poca insonorización de las ventanas en las habitaciones , se oye todo de fuera.",9.0,2025-01-26,fabuloso
barceló valencia,españa,,2,persona que viaja sola,fantástico,"la habitación, muy amplia y funcional. la cama, muy cómoda. y se agradece el hervidor con café e infusiones. el desayuno es espectacular, con una gran variedad donde elegir y con alimentos de gran calidad. impresionante también la terraza rooftop, con vistas de 270 . y el personal, muy amable y atento, tanto el de recepción, como el del comedor y el de limpieza. un lugar para volver.",,10.0,2025-01-24,fabuloso
barceló valencia,italia,,1,persona que viaja sola,muy bien,me gusto esta todo limpio,,10.0,2025-01-17,fabuloso
barceló valencia,españa,,1,pareja,me esperaba algo más de este tipo de hotel.,"todo una maravilla, personal instalación ,son muy amables y servíciales. solo tuvimos un problemas en la habitación con el agua caliente pero nos cambiaron a otra habitación.",en general todo perfecto el tena de la bañera nos lo solucionaron de forma muy satisfactoria,8.0,2025-01-14,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"el barceló de valencia siempre es una buena opción si corres en valencia, ya sea 10k, 21k o maratón. instalaciones cuidadas y mantenidas. muy importante esto último. el personal es amable, los baños están cuidados y limpios, y las camas almohadas son cómodas. nada de folios que apenas te dejan dormir. si acaso el único  pero  que le doy al hotel es quizás la insonorización para el ruido del tráfico. recomiendo que os alojéis en una habitación  sin vistas , es decir, en la parte trasera del edificio.","todo esta correctísimo, salvo, en ocasiones, el tráfico abundante que tienen los ascensores, pues mucha gente sube a la azotea a tomar copas.",8.0,2025-01-13,fabuloso
barceló valencia,españa,,2,pareja,fantástico,habitación muy bien pero el baño algo pequeño y echo de menos un bide el restaurante más que bien y el desayuno maravilloso el parking incómodo y con plazas muy justas,el parking del hotel con plazas muy peequeñas e incómodas,9.0,2024-12-25,fabuloso
barceló valencia,colombia,,1,pareja,muy bien,excelentes.,todo perfecto. no tengo ninguna queja.,10.0,2024-12-08,fabuloso
barceló valencia,españa,,2,pareja,todo muy bueno y la atención de manuel en la recepción fue excepcional,"el desayuno es muy variado y todo fresco y súper bien preparado javier, el chico es muy amable y prepara el desayuno que da gusto!!!","que la ducha no tenía gel, lo he tenido que pedir hasta en 4 oportunidades para que finalmente lo llevaran",10.0,2024-11-12,fabuloso
barceló valencia,suiza,,3,pareja,excepcional,todo bien,"deberían renovar las bañeras, estaba toda pelada",8.0,2024-11-11,fabuloso
barceló valencia,colombia,,1,pareja,"impecable calidad, precio y trato.",todo. excelente ubicación. servicio. el desayuno espectacular.,no hay nada que no me gustara,10.0,2024-10-20,fabuloso
barceló valencia,españa,,1,pareja,"muy cómodo, volveremos a repetir","el personal es muy amable, el trato es excelente y el desayuno perfecto.",la bañera no es de la calidad del resto de las instalaciones.,9.0,2024-10-13,fabuloso
barceló valencia,españa,,2,pareja,personal muy top,"la habitación y la cama, era muy grande y cómoda.","quizá la piscina un poco pequeña, pero para estar en la azotea lo considero razonable.",8.0,2024-09-30,fabuloso
barceló valencia,colombia,,3,pareja,perfecto,"excelente desayuno, muy atenta la persona encargada de preparar los huevos, el personal de la recepción muy amable y atentos a solucionar cualquier inquietud, la ubicación es excelente !",,10.0,2024-09-25,fabuloso
barceló valencia,españa,,2,pareja,disconfort,la atencion al cliente,,10.0,2024-09-16,fabuloso
barceló valencia,españa,,2,familia,un fin de semana distinto,"el desayuno exquisito, la ubicación excelente",,10.0,2024-09-10,fabuloso
barceló valencia,españa,,1,pareja,fantástico,"las instalaciones, sobre todo el bar de la azotea",,10.0,2024-09-09,fabuloso
barceló valencia,españa,,1,pareja,mejor opción en valencia,"las vistas, la habitación y el trato con el cliente.",,10.0,2024-09-01,fabuloso
barceló valencia,españa,,3,familia,descuido de limpieza en esa área especifica,un hotel 5 estrellas para mí la atención de los personales súper amables muy atentos la calidad de la comida genial me gustó todooo,no me gustó volver a casa jajajaja,10.0,2024-08-30,fabuloso
barceló valencia,españa,,1,pareja,excepcional,"nos alojamos ahí siempre que vamos a valencia, nos gusta el hotel",nada en especial,9.0,2024-08-24,fabuloso
barceló valencia,españa,,1,persona que viaja sola,excepcional,"el hotel esta muy bien situado. tuve la suerte de recibir el trato vip por un día y claro que voy a decir malo del alojamiento. habitación super nueva y espaciosa, la piscina perfecta para refrescarte y el servicio genial. el restaurante muy rico buen servicio.","simplemente a modo de recomendación eché de menos alguna opción de comida saludable en la azotea del hotel, fuera de lo que es el restaurante de la planta baja, que como dije comí muy bien.",10.0,2024-08-20,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,fantástico,casi todo en general muy agradable!!!,las almoadas!!!,9.0,2024-08-17,fabuloso
barceló valencia,españa,,2,pareja,buena ubicación y excelente atención,"muy buena ubicación, alrededores con parking gratuito, muy cómodo.",,10.0,2024-08-17,fabuloso
barceló valencia,españa,,1,pareja,"fantástico, pero por favor la camarera de la piscina es tóxica, que la escondan!!!!","el trato excelente de todo el personal, la habitación más grande de lo que esperaba, la terraza de la planta 10 es un espectáculo. todo perfecto",,10.0,2024-08-15,fabuloso
barceló valencia,perú,,2,pareja,excepcional,"bien ubicado, trato cordial, limpio",todo me gustó,10.0,2024-08-14,fabuloso
barceló valencia,canadá,,3,pareja,excepcional,"buena ubicación, desayuno excelente , personal de servicio excelente trato.",,10.0,2024-08-13,fabuloso
barceló valencia,panamá,,2,familia,excepcional,"la estadia fue perfecta, el hotel está perfectamente ubicado y todas las instalaciones están espectaculares.",,10.0,2024-08-06,fabuloso
barceló valencia,alemania,,3,grupo,fantástico,fuimos a un concierto a la ciudad de las ciencias y las artes y tienen una excelente ubicación. el bar de la azotea es muy recomendable para pasar una linda tardn la ciudad.,,9.0,2024-08-03,fabuloso
barceló valencia,españa,,2,pareja,muy contenta,"instalaciones, sitio",,10.0,2024-07-27,fabuloso
barceló valencia,españa,,1,familia,excepcional,"la calidad del servicio por parte de la recepcionista fue clave; asimismo, la habitación fue de diez y las zonas comunes también de la misma tipología.",no tengo queja de nada.,10.0,2024-07-27,fabuloso
barceló valencia,chile,2 habitaciones dobles deluxe comunicadas,3,familia,excepcional,"ubicación, estilo y habitaciones amplias",gimnasio y piscina chicas. falta personal en el resto,9.0,2024-07-22,fabuloso
barceló valencia,españa,,2,familia,fantástico,la ubicación limpieza y simpatía del personal,"un poco caro,la piscina pequeñísima y faltan salas para reunirse la familia lasmeeting rooms son para eventos",8.0,2024-07-22,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,fantástico,el diseño de las habitaciones,,10.0,2024-07-21,fabuloso
barceló valencia,chile,,3,pareja,perfecto,"el desayuno excepcionalmente bueno. y notable la atención del personal también en ese servicio, súper atentos y amables. llama la atención. felicitaciones.",,10.0,2024-07-12,fabuloso
barceló valencia,españa,,1,pareja,"magnifico, recomendable","todo en general, servicios, facilidades, limpieza, personal, etc..",nada,10.0,2024-07-07,fabuloso
barceló valencia,españa,,1,familia,estancia acorde a las expectativas,"en general es un hotel de 10 , limpieza, trato del personal de recepción , las habitaciones modernas y limpias con todos los servicios , además tener enfrente el oceanografic es un lujo. el desayuno buffet de los mejores que hemos visto , cantidad, calidad y reposición. además el hotel cuenta en su ultima planta con una piscina y un mirador con bar para poder tomarte algo mientras ves el skyline de valencia. cuentas con parking para el coche aunque por los alrededores hay bastante sitio libre siempre y tiene 4 plazas reservadas para coches eléctricos. volveremos a repetir en el hotel si vamos a la misma zona.",,10.0,2024-07-04,fabuloso
barceló valencia,españa,,1,pareja,perfecto,"el desayuno tiene gran variedad de fruta y comida. el cocinero de la plancha es realmente atento, sabía lo que quería otro viajero antes de que llegara, al recordar la petición del día anterior.",,9.0,2024-07-01,fabuloso
barceló valencia,españa,,2,grupo,excepcional,"ubicación genial. el trato del personal también muy bien. la habitación súper grande y cómoda , repetiremos.",todo genial.,10.0,2024-07-01,fabuloso
barceló valencia,colombia,,2,familia,excepcional,"hotel muy bueno, habitaciones cómodas ubicación perfecta y atención personal",piscina muy pequeña. ascensores muy lentos para todo el hotel. y el agua caliente de la ducha iba y venía mientras estaba duchando,10.0,2024-06-25,fabuloso
barceló valencia,españa,,2,pareja,excepcional,"el personal muy amable, la habitación muy cómoda y con muy buenas vistas además de bien insonorizada. desayuno fabuloso. junto a la ciudad de las artes y con un autobús en la misma puerta que lleva al centro  ayuntamiento  y a la playa de la malvarosa. tiene una terraza fantástica para disfrutar de la puesta de sol tomando un cocktel.",el personal de seguridad.,9.0,2024-06-20,fabuloso
barceló valencia,españa,,4,pareja,fantástico,"habitación amplia, limpia y tranquila.",,9.0,2024-06-18,fabuloso
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,2,grupo,excepcional,"siempre, todos los años vamos y repetiremos siempre que se pueda",,10.0,2024-06-13,fabuloso
barceló valencia,españa,,2,grupo,satisfecho,todo muy bien,no había enchufe en el aseo para el secador.,9.0,2024-06-11,fabuloso
barceló valencia,españa,,2,pareja,excepcional,ubicación y terraza,el baño abierto y la bañera incómoda para entrar,8.0,2024-06-09,fabuloso
barceló valencia,españa,,1,persona que viaja sola,excepcional,"todo genial, aunque solo me quede una noche",nada que opinar sobre que no me gusto,10.0,2024-06-02,fabuloso
barceló valencia,españa,,1,persona que viaja sola,excepcional,ubicacion,ducha,9.0,2024-05-30,fabuloso
barceló valencia,españa,,2,pareja,"buena ubicación para congresos. lejos del centro pero excelente hotel, buen servicio y habitaciones","ya es tercera vez que nos alojamos en este hotel, íbamos con un bebé y rápidamente nos facilitó una cuna. aunque le pedimos con antelación si podría darnos una cama grande para porque duerme bebé con nosotros y nos dio 2 camas.. pero contento igual.",único pega lo de no tener cama grande que pedimos,10.0,2024-05-30,fabuloso
barceló valencia,españa,,1,pareja,para repetir.,todo,nada,8.0,2024-05-27,fabuloso
barceló valencia,francia,,1,persona que viaja sola,excepcional,calidad de la instalación,todo ok,10.0,2024-05-23,fabuloso
barceló valencia,guatemala,,1,grupo,decepción y solución de problema con nota sobresaliente. muy satisfechos con el trato recibido.,excelente ubicación y vista,toallas,10.0,2024-05-23,fabuloso
barceló valencia,españa,,2,grupo,excepcional,gran calidad-precio. perfecta ubicación y un rooftop bar y gimnasio muy buenos.,,10.0,2024-05-13,fabuloso
barceló valencia,españa,,1,pareja,genial,todo me gusto mucho,,10.0,2024-05-06,fabuloso
barceló valencia,españa,,2,familia,fantástico,excelentes instalaciones y trato del personal,todo bien,9.0,2024-05-05,fabuloso
barceló valencia,españa,,2,pareja,muy bien,"es el tercer año que voy y destaco la habitación, la limpieza, el trato del personal y la ubicación",el suplemento por subirte a la habitación una consumición si el pedido es inferior a 18 euros,9.0,2024-05-05,fabuloso
