nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
venecia plaza centro,españa,habitación estándar,1,familia,excepcional,la situación inmejorable,,10.0,2026-03-06,fantástico
venecia plaza centro,españa,,4,familia,estupendisimaaa,la ubicación inmejorable.,,10.0,2026-02-27,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,buena ubicacion,ubicación en la misma plaza del ayuntamiento. el baño era un poco pequeño y el desayuno buffet costaba 15  pero había mucha variedad.,"el parking que te recomiendan sólo te descuentan 1  si rellenas un cuestionario en el móvil, o sea de costar 18  , se reduce a 17 . de haberlo sabido hubiéramos ido a otro parking más cercano. otro tema: éramos dos parejas pero al hacer el check-in nos dijeron que habíamos reservado dos habitaciones dobles pero sólo una persona en cada habitación, por lo que tuvimos que pagar la diferencia. lo señalo para evitar que le pase a alguien lo mismo, que compruebe en la reserva que en cada habitación doble constan dos personas.",8.0,2026-02-26,fantástico
venecia plaza centro,españa,,1,pareja,estancia excelente como siempre,"trato del personal, habitación y vistas inmejorables. siempre venimos aquí y siempre lo recomendamos.",,10.0,2026-02-26,fantástico
venecia plaza centro,españa,,1,pareja,fallas,la ubicación lo cómodo el trato del personal,,10.0,2026-02-23,fantástico
venecia plaza centro,venezuela,,3,persona que viaja sola,ideal para pasear y conocer ciudad,"ubicación excelente, pleno centro. habitación superó expectativa. cama king. personal atento y eficiente. no entiendo por qué es hotel de 2 estrellas, al menos debiese tener 3",,9.0,2026-02-22,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,familia,excepcional,"el trato espectacular, además nos asignaron una mejor habitación y se agradeció muchísimo.",,10.0,2026-02-19,fantástico
venecia plaza centro,españa,,4,persona que viaja sola,fantástico,ubicación. limpieza. amplitud de la habitación.,elevado precio para la categoría del hotel. falta de amenities. aislamiento de ruidos del exterior mejorable.,9.0,2026-02-17,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,persona que viaja sola,excepcional,"la ubicación, en pleno centro. la amabilidad de los y las recepcionistas. habitaciones limpias y bien decoradas. buen desayuno. servicio de reposición de agua. excelente.",,10.0,2026-02-17,fantástico
venecia plaza centro,argentina,habitación estándar,1,familia,excepcional,muy lindo hotel y está en una ubicación inmejorable.,nada. todo muy bien.,10.0,2026-02-16,fantástico
venecia plaza centro,españa,,1,grupo,excepcional,la situación y la. amplitud de. la. habitación,en general todo ha estado muy bien,10.0,2026-02-15,fantástico
venecia plaza centro,españa,,1,grupo,excepcional,"la ubicación es perfecta y muy céntrica, la habitación muy amplia.",,10.0,2026-02-09,fantástico
venecia plaza centro,españa,habitación estándar,3,pareja,excelente experiencia,la ubicación fantástica en plena plaza del ayuntamiento. la habitación impecable.,,10.0,2026-02-09,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,excepcional,la ubicación,todo perfecto!!,10.0,2026-02-09,fantástico
venecia plaza centro,argentina,habitación cuádruple económica sin vistas,3,familia,excepcional,ubicación,,10.0,2026-02-08,fantástico
venecia plaza centro,chile,habitación estándar,2,grupo,excelente elección,"excelente ubicación, servicio de primera calidad y desayuno formidable.",,10.0,2026-02-04,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,excelente,todo es una maravilla,,10.0,2026-02-03,fantástico
venecia plaza centro,colombia,habitación doble estándar con vistas a la plaza del ayuntamiento,6,pareja,excelente,el personal de aseo y recepción son muy prestos a tu servicio,,10.0,2026-01-29,fantástico
venecia plaza centro,españa,habitación estándar,1,persona que viaja sola,muy bien,la ubicación y el precio todo muy cerca de todo y aparte de que se atiende rápido,,10.0,2026-01-22,fantástico
venecia plaza centro,españa,,1,familia,excepcional,lo limpio que está todo y la excelente atención.,,10.0,2026-01-20,fantástico
venecia plaza centro,costa rica,habitación estándar,3,persona que viaja sola,para volver,"todo, el servicio, el lugar, la ubicación excelente",,10.0,2026-01-20,fantástico
venecia plaza centro,españa,habitación estándar,1,persona que viaja sola,ubicación inmejorable,"ubicación inmejorable, maravilloso barrio",todo perfecto,10.0,2026-01-19,fantástico
venecia plaza centro,españa,,2,familia,hotel céntrico para visitar valencia,ubicación,,9.0,2026-01-18,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,buen hotel,"la limpieza y ubicacion . habitacion pequeña pero suficiente, un balcon con muy buenas vistas y unas sillas para sentarte a disfrutar si no hubiera echo frio","la bañera hubiera preferido un plato de ducha , puede ser un peligro con la edad.",10.0,2026-01-18,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,excelente,"la limpieza y la ubicación excelente,todo perfecto",,9.0,2026-01-17,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,excepcional,"la ubicación excelente. la habitación impecable, en perfecto estado de limpieza y mantenimiento. el personal de recepción, muy correctos. recomendaría este hotel al 100 ",,10.0,2026-01-14,fantástico
venecia plaza centro,españa,habitación estándar,1,persona que viaja sola,fantástico,la ubicación,,9.0,2026-01-14,fantástico
venecia plaza centro,españa,,1,familia,excepcional,precioso hotel. muy limpio y cómodo. la ubicación es inmejorable.,,10.0,2026-01-13,fantástico
venecia plaza centro,españa,,3,familia,un hotel muy céntrico,"la ubicación es excelente. nuestra habitación no tenía vistas, pero para dormir estupenda y encima con servios como microondas o neverita. el personal muy amable y resolutivo. esperamos volver!",,9.0,2026-01-12,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,ubicación perfecta,"ubicación perfecta, limpieza y equipamiento de la habitación.",,9.0,2026-01-10,fantástico
venecia plaza centro,españa,habitación cuádruple superior,1,familia,perfecto cien puntos,"es la segunda vez que íbamos, unas vistas increíbles de la plaza, muy cómodo y limpio. personal amable.",me gustó todo,9.0,2026-01-10,fantástico
venecia plaza centro,españa,habitación cuádruple estándar,1,familia,excepcional,cercanía a la plaza del ayuntamiento y del mercado central. nuestra habitación era espaciosa. también insonorizada y muy confortable. el personal muy amable y educado.,,10.0,2026-01-07,fantástico
venecia plaza centro,panamá,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,excepcional,"la limpieza, la ubicación y las instalaciones.",todo bueno,10.0,2026-01-02,fantástico
venecia plaza centro,uruguay,habitación estándar,3,familia,fantástico,limpio y bien ubicado,,9.0,2025-12-29,fantástico
venecia plaza centro,venezuela,habitación cuádruple superior,2,grupo,excelente,ubicación,,10.0,2025-12-28,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,fantástico,la habitación triple y la atención de pedro el chico de recepción: fue excepcional.,,9.0,2025-12-27,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,familia,fantástico,las vistas y la ubicación.,,9.0,2025-12-26,fantástico
venecia plaza centro,españa,habitación cuádruple superior,1,grupo,inmejorable estadía,"estuve con mi familia la noche del 24 de diciembre y debo decir que todo fue excelente, agradezco la atención de flavia que estuvo muy pendiente de todos los detalles siempre con una muy buena actitud",,10.0,2025-12-25,fantástico
venecia plaza centro,españa,,2,pareja,lana y roberto islas canarias,"ubicación personal, calidad de precios",me gustó todo,10.0,2025-12-22,fantástico
venecia plaza centro,españa,habitación estándar,2,persona que viaja sola,fantástico,ubicación,,9.0,2025-12-18,fantástico
venecia plaza centro,costa rica,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,valencia genial,"la ubicación, el personal muy atento","el desayuno no tiene cocina, no preparan en caliente",10.0,2025-12-18,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,persona que viaja sola,excepcional,la habitación,,10.0,2025-12-17,fantástico
venecia plaza centro,españa,habitación cuádruple superior,2,familia,"ubicación perfecta, relación calidad precio de 10","la amplitud y limpieza de la habitación, la ubicación inmejorable y la amabilidad del personal",,10.0,2025-12-14,fantástico
venecia plaza centro,españa,,1,pareja,excelente hotek,"excelente hotel con habitaciones muy limpias, amplias y cómodas. ubicación inmejorable, teníamos habitación con preciosas vistas a la plaza del ayuntamiento y, aun así, no se oía nada de ruido y el silencio y la calma reinaba. pequeño bar muy agradable para tomar algo. desayuno muy bueno en una sala muy mona y coqueta. volveremos!!!",todo perfecto! por poner un pero quizás el zumo de naranja que no era natural siendo la tierra de la naranja pero vamos que todo muy bien.,10.0,2025-12-13,fantástico
venecia plaza centro,españa,,1,familia,fantástico,"la amabilidad, habitación disponible a las 12h y limpieza","por la mañana, hay mucho ruido y golpes de la limpieza , que lo entiendo, pero quizás podría hacerse un poquito más suave",9.0,2025-12-12,fantástico
venecia plaza centro,españa,,3,pareja,excepcional,"habitación muy amplia, en el mismo centro de valencia pero silenciosa para dormir",,10.0,2025-12-12,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,pareja,excelente,la ubicación,,9.0,2025-12-12,fantástico
venecia plaza centro,colombia,,1,pareja,muy bien,muy bien ubicado en pleno centro de valencia,,8.0,2025-12-11,fantástico
venecia plaza centro,estados unidos,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,excepcional,"excelente localizacion en la plaza del ayuntamiento. cerca de todo. muy buen desayuno. habitacion con vista a la plaza con balcon, ampia, limpia, con todas las facilidades. lo mejor el staff, por encima de excelente.",,10.0,2025-12-09,fantástico
venecia plaza centro,españa,,2,familia,fenomenal,todo muy bien.,"me gustó todo del hotel, limpieza, personal, habitación y situación. por poner un pero, no se puede llegar con el coche, parkin a 300 400 metros. pero lo sabes antes de llegar.",10.0,2025-12-09,fantástico
venecia plaza centro,españa,,2,familia,muy agradable,"el trato del personal, la ubicación y los servicios dentro de habitación  nevera, microondas ",,10.0,2025-12-08,fantástico
venecia plaza centro,españa,habitación estándar,2,pareja,fantástico,la ubicación perfecta.,no me ha gustado el comportamiento engañoso de booking con la reserva super mal explicado el tema de las habitaciones en relación con el n  de personas por habitación.,9.0,2025-12-06,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,familia,excepcional,"perfecta ubicación, personal atentísimo y habitación muy limpia y silenciosa",,10.0,2025-12-05,fantástico
venecia plaza centro,puerto rico,habitación doble estándar con vistas a la plaza del ayuntamiento,2,familia,excepcional,la localización era perfecta en el centro de la ciudad y la atención al cliente,,10.0,2025-12-05,fantástico
venecia plaza centro,españa,habitación estándar,1,persona que viaja sola,ha estado muy bien,la ubicación fantástica,,10.0,2025-12-04,fantástico
venecia plaza centro,argentina,habitación triple económica con vistas al patio interior,3,grupo,excelente,"muy recomendable todo, no tengo ninguna queja, todo lo contrario. excelente tido",,10.0,2025-12-03,fantástico
venecia plaza centro,españa,,1,pareja,un buen hotel a un buen precio,una ubicación excelente. un precio muy bueno. unos servicios muy adecuados. un personal muy amable. un edificio histórico muy bonito,todo estaba o muy bien o muy correcto,9.0,2025-11-28,fantástico
venecia plaza centro,argentina,habitación estándar,3,familia,excepcional,"la ubicación, es muy buena la plaza que esta frente es hermosa. la habitación excelente muy bien decorada y silenciosa",lo único que puedo objetar que el baño quizas por momentos huele mal.,10.0,2025-11-26,fantástico
venecia plaza centro,argentina,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,excepcional,"muy buen desayuno, excelente calidad de los productos",todo perfecto,10.0,2025-11-25,fantástico
venecia plaza centro,españa,,1,grupo,fantástico,"ubicación ,limpieza ,habitación grande.",,9.0,2025-11-24,fantástico
venecia plaza centro,colombia,habitación triple económica con vistas al patio interior,2,familia,excepcional,la ubicación,,10.0,2025-11-24,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,excepcional,,el personal de limpieza hace mucho ruido desde muy temprano,10.0,2025-11-23,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,estancia buena y la habitación correcta pero pequeña u el baño muy pequeño e incomodó,la ubicación,el baño era muy pequeño,8.0,2025-11-21,fantástico
venecia plaza centro,españa,,2,pareja,excepcional,la ubicación,,10.0,2025-11-20,fantástico
venecia plaza centro,chile,habitación individual económica,1,persona que viaja sola,buena ubicación,"la ubicación, lo mejor",mucho ruido del mismo personal de limpieza y la habitación era interna y pequeña,8.0,2025-11-20,fantástico
venecia plaza centro,españa,habitación estándar,2,pareja,genial,"hotel céntrico, limpio , cómodo y muy acogedor . tiene todo lo que puedes necesitar","si tengo q poner algo la habitación un poco pequeña , pero suficiente para la estancia . muy acogedora",10.0,2025-11-17,fantástico
venecia plaza centro,españa,habitación estándar,1,pareja,excepcional,la ubicación es excelente,,10.0,2025-11-12,fantástico
venecia plaza centro,españa,habitación estándar,6,persona que viaja sola,estancia perfecta en el centro de valencia,ubicación excelente en el centro de valencia. la habitación estaba muy impia y tenía mucha luz. la cama era muy cómoda y las cortinas tapaban perfectamente la luz. las ventanas quitaban todo el ruido de la plaza.,los ascensores eran muy lentos.,9.0,2025-11-12,fantástico
venecia plaza centro,puerto rico,,1,grupo,me encanta,el personal muy simpatico,,10.0,2025-11-11,fantástico
venecia plaza centro,españa,habitación estándar,2,grupo,"muy bien ubicado, limpio y personal muy amable",lo bien ubicado que está,todo perfecto pero si tengo que decir algo es que el secador de pelo era muy flojo,9.0,2025-11-09,fantástico
venecia plaza centro,argentina,habitación estándar,4,familia,excepcional,excelente ubicación y atención,,10.0,2025-11-09,fantástico
venecia plaza centro,españa,,1,pareja,excepcional,"la ubicación, comodidad de la habitación y todos los servicios que ofrecía la misma me sorprendieron.",el precio para una noche es elevado aunque la habitación estaba muy completa para ser interior  económica ,10.0,2025-11-04,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,excepcional,"la ubicación, el edificio y el servicio de café y te en la habitación. a parte del personal super agradable y simpático",,10.0,2025-11-04,fantástico
venecia plaza centro,argentina,,2,familia,excepcional,"la ubicación, la comodidad y la limpieza",,10.0,2025-11-02,fantástico
venecia plaza centro,costa rica,habitación cuádruple estándar,1,familia,excelente todo,"el hotel es muy lindo, la habitación era preciosa y nueva y la ubicación a tres cuadras de la estación del tren y en plena plaza fue espectacular!",,10.0,2025-10-27,fantástico
venecia plaza centro,argentina,,2,pareja,si regreso a valecia es mi elejido,"la ubicacion, limpieza, habitacion super comoda, vista a la plaza",,10.0,2025-10-26,fantástico
venecia plaza centro,argentina,habitación estándar,1,pareja,excepcional,"el hotel muy lindo bien ubicado, con muy buena atención del personal",todo fue perfecto!,10.0,2025-10-23,fantástico
venecia plaza centro,portugal,,2,persona que viaja sola,estupenda!,tamaño de la habitación y el balcón está genial.,al hacer el check-in he tenido que rellenar mis datos a mano en un formulario en papel. yo suponia que ya tenian todo.,10.0,2025-10-21,fantástico
venecia plaza centro,chile,,3,familia,excelente estadía en valencia,"el alojamiento muy cómodo, amplio, contaba con terraza. la habitación tenía hervidor, cafetera, nevera mini bar, aire acondicionado, estaba muy completo para que estuviéramos cómodo. el personal muy atento",el wifi en la habitación a veces no funcionaba,10.0,2025-10-21,fantástico
venecia plaza centro,argentina,habitación doble estándar con vistas a la plaza del ayuntamiento,3,pareja,excelente,la ubicación y la amabilidad del personal,se puede mejorar el colchón,9.0,2025-10-19,fantástico
venecia plaza centro,puerto rico,habitación cuádruple económica sin vistas,2,grupo,fantástico,"buena ubicacion , buen desayuno",,9.0,2025-10-18,fantástico
venecia plaza centro,argentina,habitación doble estándar con vistas a la plaza del ayuntamiento,2,grupo,"muy buena estadía, personal muy atento y dispuesto","muy bien ubicado,habitaciones grandes y muy cómodas buenas camas el baño amplio muy limpio",,10.0,2025-10-18,fantástico
venecia plaza centro,argentina,,2,familia,excepcional,todo maravilloso!!,,10.0,2025-10-10,fantástico
venecia plaza centro,guatemala,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,excelente!,"todo hermoso, cómodo y muy cerca de todo!! sin duda repetiremos!",,10.0,2025-10-07,fantástico
venecia plaza centro,colombia,,1,grupo,excepcional,"excelente ubicación, nos encantó la limpieza y la atención del personal, excelente desayuno.",,10.0,2025-10-06,fantástico
venecia plaza centro,ucrania,habitación individual económica,1,persona que viaja sola,excepcional,"centro de la cuidad, ubicación es perfecta. muy buenas comodidades. recomiendo!!!",,10.0,2025-10-03,fantástico
venecia plaza centro,españa,,1,pareja,excepcional,ubicación excelente,,10.0,2025-09-29,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,pareja,encantada,la ubicación es perfecta y la atención del personal fue muy buena.,,10.0,2025-09-29,fantástico
venecia plaza centro,españa,habitación cuádruple superior,6,familia,valencia a tus pies,"ubicación , vistas maravillosas a la plaza del ayuntamiento, servicios al cliente como el detalle de tener agua filtrada disponible en todo momento y el snack de bienvenida.","pues no encontré ninguna pega reseñable, fue todo muy bien.",9.0,2025-09-28,fantástico
venecia plaza centro,argentina,habitación doble estándar con vistas a la plaza del ayuntamiento,1,familia,placer viajando. no dudes en elegir este hotel. maravilloso,tuvimos paseando por valencia y nos alojados en este espectacular hotel. todo fue excelente. lo recomiendo,su ubicación atencion empleados amabilisimos.,10.0,2025-09-27,fantástico
venecia plaza centro,españa,,1,grupo,recomendable 100 .,"me ha gustado, muchísimo en general, ubicación inmejorable, limpieza, el desayuno muy completo había de todo. el trato del personal de 10. volveré seguro .",,10.0,2025-09-25,fantástico
venecia plaza centro,españa,habitación cuádruple superior,3,grupo,confort para un grupo grande y personal excepcional,"fuimos un grupo de 11 amigos y nos distribuimos cómodamente en 3 habitaciones. la verdad es que todos estuvimos extremadamente a gusto en este hotel. un detalle que superó nuestras expectativas fue el servicio: una amiga olvidó una cadena de oro en la habitación, y el personal nos contactó de inmediato por whatsapp para avisarnos. como estábamos a punto de irnos, agradecimos enormemente su honradez y rapidez. a pesar de no ser un grupo sencillo, el equipo se mantuvo siempre atento y servicial. la localización es de 10. si tienen la suerte de conseguir una habitación exterior, las vistas desde los balcones son sencillamente preciosas.",,10.0,2025-09-25,fantástico
venecia plaza centro,españa,,1,familia,fantástico,"la habitación era la económica e interior pero era muy bonita y con detalles como microondas, cafetera o calentador de agua",,9.0,2025-09-25,fantástico
venecia plaza centro,argentina,,2,pareja,"muy lindo, ubicación inmejorable",espectacular la ubicación. la habitación super linda.,dábamos a un patio trasero sin luz no sabíamos ni cómo estaba el día hasta no salir del hotel,9.0,2025-09-19,fantástico
venecia plaza centro,chile,habitación cuádruple económica sin vistas,3,grupo,"muy muy bueno, volvería de todas maneras","excelente atención, muy bonito y limpio, ubicación privilegiada",le falta aislamiento acústico a las piezas,10.0,2025-09-19,fantástico
venecia plaza centro,costa rica,,1,familia, excelente!,"desayuno delicioso y muy completo. ubicación perfecta, inmejorable. parada de taxis al frente y se puede ir caminando a todas partes. habitación muy amplia, limpia y hasta con refrigerador y microondas. altamente recomendado!",,10.0,2025-09-19,fantástico
venecia plaza centro,costa rica,habitación doble estándar con vistas a la plaza del ayuntamiento,3,familia,excepcional,"excelente ubicación, desayuno increíble 5 estrellas!!, staff super amigable",,10.0,2025-09-13,fantástico
venecia plaza centro,españa,habitación cuádruple económica sin vistas,2,familia,estuvo estupenda la estadía en el hotel venecia plaza,"la ubicación, y la comodidad del hotel. estaba todo limpio, arreglado. la atención estupenda:","la habitación es un poco pequeña para 4 personas, pero sigue siendo cómoda.",9.0,2025-09-11,fantástico
venecia plaza centro,españa,,1,familia,muy bien,"la ubicación, la limpieza y la comodidad. excelente",,8.0,2025-09-10,fantástico
venecia plaza centro,españa,habitación estándar,1,familia,excelente,la ubicación,,10.0,2025-09-08,fantástico
venecia plaza centro,argentina,habitación cuádruple superior,2,grupo,excelente,lo más lindo de valencia increíble el personal el hotel la ubicación el cuarto con el balcón mirando a la calle es lo mejor de todo,,10.0,2025-09-05,fantástico
venecia plaza centro,venezuela,habitación cuádruple estándar,3,familia,hotel bien ubicado y con buen desayuno no está tan reciente la actualización,"me gustó la ubicación, es lo mejor, y el desayuno está bueno","es un hotel renovado, se ve desactualizado en muchas cosas pero está bien",9.0,2025-09-05,fantástico
venecia plaza centro,españa,habitación estándar,2,familia,excepcional,"la habitación estaba genial, limpia y con todo lujo de detalles, en un sitio privilegiado, sin duda volveré.",,10.0,2025-09-04,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,buena ubicación para conocer valencia,la ubicación es lo mejor.,que no tenía gym y tuve que pagarlo fuera.,9.0,2025-09-04,fantástico
venecia plaza centro,méxico,habitación estándar,1,pareja,excepcional,"muy bien ubicado, muy limpio, el personal es muy amable y atento, buen desayuno con mucha variedad. increíble!",,10.0,2025-09-02,fantástico
venecia plaza centro,uruguay,habitación triple económica con vistas al patio interior,1,grupo,exepcional,el desayuno y el hotel en general están por encima del precio,todo muy bien,9.0,2025-09-02,fantástico
venecia plaza centro,españa,habitación cuádruple superior,1,grupo,100  recomendable. sin duda repetiré si vuelvo a valencia.,"hotel super céntrico, instalaciones cómodas, decorado con muy buen gusto. detalles como cafetera, calentador de agua y body milk, que por cierto olía maravillosamente, marcan la diferencia. personal atento.",siempre suelo aportar alguna  crítica constructiva  a este apartado pero en esta ocasión no la he encontrado. todo de 10!,10.0,2025-09-01,fantástico
venecia plaza centro,colombia,habitación cuádruple económica sin vistas,2,grupo,fantástica,"la ubicación, los cuartos cómodos limpios y modernos",la resección sus muebles no son lindos y hacia calor . es muy lindo el hotel para tener la resección que tienen,10.0,2025-08-30,fantástico
venecia plaza centro,españa,habitación estándar,5,pareja,excepcional,"el hotel está al lado del ayuntamiento de valencia, en todo el corazón de la ciudad, rodeado de bares ,tiendas y tan sólo a 100 metros de la estación norte de tren.el personal muy atento en todo momento y en particular la recepcionista mirella siempre atendiendo con gran amabilidad y su gran sonrisa nos ayudo e indicó a todos los lugares que queríamos ir.sin duda recomendaría totalmente este hotel para alojarse , en cualquier momento si volviera a valencia, volveríamos alojarnos aquí.",,10.0,2025-08-23,fantástico
venecia plaza centro,españa,,1,grupo,fantástico,la ubicación y la amabilidad del personal,las vistas de la habitación,9.0,2025-08-23,fantástico
venecia plaza centro,españa,habitación cuádruple económica sin vistas,2,familia,excepcional,"el hotel está muy bien, la limpieza un 10, el personal muy amable, el desayuno de 10 con muchas opciones sin gluten y muy bien marcado para las alergias",,10.0,2025-08-21,fantástico
venecia plaza centro,españa,habitación estándar,2,persona que viaja sola,hotel excelente en pleno centro de valencia,habitación y cama amplias y cómodas. cuarto de baño perfecto. desayuno muy bueno y completo. perfecta ubicación. personal amable y profesional,,10.0,2025-08-19,fantástico
venecia plaza centro,españa,habitación cuádruple estándar,2,familia,excepcional,ubicacion y desayuno,,10.0,2025-08-19,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,1,pareja,muy bien,"la ubicación era súper buena, en el centro de la ciudad. la vista excelente",,8.0,2025-08-18,fantástico
venecia plaza centro,españa,,1,familia,fantástico,la ubicación,habitación interior,9.0,2025-08-17,fantástico
venecia plaza centro,españa,,2,grupo,excepcional,"la limpieza de las habitaciones y de las instalaciones en general. también, la ubicación es excelente.",,10.0,2025-08-16,fantástico
venecia plaza centro,puerto rico,,3,pareja,genial,excelente ubicación,,10.0,2025-08-14,fantástico
venecia plaza centro,francia,habitación estándar,1,familia,"ubicación excelente, habitación impecable y personal atento.","situación excelente, personal muy atento y servicial. habitación impecable en limpieza e instalaciones. nuestra habitación estaba en un lateral, con vistas al bloque de enfrente  ya sabíamos que no tenía vistas , pero totalmente correcto. recomiendo vivamente",,8.0,2025-08-12,fantástico
venecia plaza centro,argentina,habitación estándar,2,pareja,muy recomendable,"excelente ubicación, desayuno muy bueno por   10, personal muy atento, las habitaciones super cómodas, el baño un poco pequeño, super recomendable",,10.0,2025-08-10,fantástico
venecia plaza centro,españa,,1,pareja,muy bien,la ubicación y la comodidad de la cama y almohada,que no tuviera nevera,8.0,2025-08-10,fantástico
venecia plaza centro,argentina,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,todo excelente,,no funcionaba muy bien el wi fi,10.0,2025-08-07,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,2,pareja,exelente,"me encantó la ubicación y la situación de la habitación, justo con vistas a la plaza del ayuntamiento. un 10 de 10 en cuanto a calidad precio y servicio. limpieza un 10 y atención igual. muy satisfecha.","es verdad que el tamaño de la habitación es un poco reducido, no tiene mucho espacio. pero es lo único que puedo añadir, todo lo demás fue increíble.",9.0,2025-08-06,fantástico
venecia plaza centro,colombia,,2,persona que viaja sola,buena ubicación y limpieza,ubicación y limpieza,poco amable la persona que me recibió en la recepción,8.0,2025-08-02,fantástico
venecia plaza centro,españa,habitación estándar,4,pareja,excepcional,la ubicación y limpieza perfectas,,10.0,2025-08-01,fantástico
venecia plaza centro,uruguay,,3,pareja,recomendable,bueno,me gustó todo,8.0,2025-08-01,fantástico
venecia plaza centro,italia,,1,familia,excepcional,ubicacion,,10.0,2025-07-31,fantástico
venecia plaza centro,colombia,habitación cuádruple superior,2,familia,excepcional,el cuarto muy bonito y espacioso,todo muy bien,10.0,2025-07-30,fantástico
venecia plaza centro,españa,habitación doble estándar con vistas a la plaza del ayuntamiento,3,familia,fantástico,"la ubicación, la comodidad de las instalaciones y la relación calidad precio.","que no tenga parking propio. además, el lugar cercano al que te mandan para que bajes el equipaje, si vienes cargado, antes de llevar el coche al parking concertado que tienen, número 51 de san vicente mártir, es erróneo, pues allí no hay carga y descarga. deben corregirlo en las indicaciones. la carga y descarga está 50 metros más adelante más o menos.",9.0,2025-07-30,fantástico
venecia plaza centro,españa,,1,familia,excepcional,"muy bien ubicado, en plena plaza del ayuntamiento. todo muy limpio, camas cómodas y el personal muy amable",,10.0,2025-07-29,fantástico
